a,b,theta,phi1,phi2,E,E_p1,E_p2,E_t1,E_t2,E_t3,E_t4,E_m1,E_m2,machine_type,status,file_name,R3,R4
7.7,6,26.5,1,-2,0,-9.311087506,0,-14.48936278,-14.39777769,-12.06598818,-12.35442316,14.80165971,14.83013611,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-2_a=7.7_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.9,26.5,-1,1,0,-9.343649,0,-14.27818056,-14.50107211,-12.32916588,-12.3135346,14.81989515,14.80165971,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=1_a=7.7_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.9,26.5,-1,0,0,-9.343649,0,-14.41199707,-14.50273502,-12.12114004,-12.16467041,14.81989515,14.8104323,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=0_a=7.6_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.8,26.5,1,-2,0,-9.222188165,0,-14.4518565,-14.35179376,-12.02824973,-12.30182527,14.80165971,14.83013611,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-2_a=7.8_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.8,26.5,-1,1,0,-9.153444444,0,-14.2818766,-14.41600058,-12.18146885,-12.16304516,14.81989515,14.80165971,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=1_a=7.6_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,6,26.5,-1,0,0,-9.32099589,0,-14.42482337,-14.54261328,-12.1737944,-12.21824094,14.81989515,14.8104323,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=0_a=7.6_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.9,26.5,1,-2,0,-9.367714009,0,-14.43618758,-14.32040571,-12.0339789,-12.31612622,14.80165971,14.83013611,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-2_a=7.8_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.9,26.5,-1,1,0,-9.343649,0,-14.31605707,-14.48756182,-12.2663082,-12.24561292,14.81989515,14.80165971,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=1_a=7.6_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.8,26.5,-1,0,0,-9.153444444,0,-14.3950794,-14.49914566,-12.141007,-12.18820203,14.81989515,14.8104323,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=0_a=7.7_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,6,26.5,1,-2,0,-9.311087506,0,-14.39365495,-14.26249281,-12.01648392,-12.30562798,14.80165971,14.83013611,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-2_a=7.8_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,6,26.5,-1,1,0,-9.32099589,0,-14.31729954,-14.52346167,-12.31996031,-12.29763978,14.81989515,14.80165971,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=1_a=7.6_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,6,26.5,-1,0,0,-9.32099589,0,-14.36984095,-14.52189917,-12.19898265,-12.24824219,14.81989515,14.8104323,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=0_a=7.7_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.8,26.5,-1,-1,0,-9.153444444,0,-14.39987985,-14.42912182,-11.89179141,-11.99320957,14.81989515,14.81989515,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-1_a=7.6_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.9,26.5,-1,-1,0,-9.343649,0,-14.4811675,-14.54592025,-12.03753061,-12.14560038,14.81989515,14.81989515,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-1_a=7.7_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.8,26.5,-1,0,0,-9.153444444,0,-14.33433643,-14.47304124,-12.15399019,-12.20508205,14.81989515,14.8104323,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=0_a=7.8_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.9,26.5,-1,0,0,-9.343649,0,-14.29980456,-14.45977568,-12.16231724,-12.21457,14.81989515,14.8104323,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=0_a=7.8_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.8,26.5,-1,1,0,-9.153444444,0,-14.28594914,-14.47733969,-12.28576101,-12.27175499,14.81989515,14.80165971,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=1_a=7.7_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.9,26.5,-1,-1,0,-9.343649,0,-14.46389215,-14.51072322,-11.97458508,-12.07898392,14.81989515,14.81989515,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-1_a=7.6_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,6,26.5,-1,0,0,-9.32099589,0,-14.23947575,-14.41893733,-12.14709385,-12.2001059,14.81989515,14.8104323,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=0_a=7.8_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,6,26.5,-1,1,0,-9.32099589,0,-14.24167831,-14.49368005,-12.34507953,-12.32831874,14.81989515,14.80165971,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=1_a=7.7_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,6,26.5,-1,-1,0,-9.32099589,0,-14.49272623,-14.55547723,-12.02753437,-12.13426755,14.81989515,14.81989515,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-1_a=7.6_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.8,26.5,-1,2,0,-9.153444444,0,-14.16447575,-14.39855581,-12.31820955,-12.23986493,14.81989515,14.7935209,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=2_a=7.6_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.9,26.5,-1,2,0,-9.343649,0,-14.13530281,-14.47119636,-12.47166712,-12.39050498,14.81989515,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=2_a=7.7_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.8,26.5,-1,1,0,-9.153444444,0,-14.20473679,-14.4420548,-12.29915835,-12.28909309,14.81989515,14.80165971,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=1_a=7.8_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.8,26.5,-1,-1,0,-9.153444444,0,-14.46514089,-14.51448828,-11.99490385,-12.10023768,14.81989515,14.81989515,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-1_a=7.7_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.9,26.5,-1,2,0,-9.343649,0,-14.18960753,-14.46643356,-12.40636843,-12.32121533,14.81989515,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=2_a=7.6_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.9,26.5,-1,1,0,-9.343649,0,-14.16245517,-14.42626037,-12.30785564,-12.29671106,14.81989515,14.80165971,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=1_a=7.8_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,6,26.5,-1,-1,0,-9.32099589,0,-14.46654024,-14.54519862,-12.05367016,-12.16392367,14.81989515,14.81989515,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-1_a=7.7_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,6,26.5,-1,2,0,-9.32099589,0,-14.18262334,-14.49912683,-12.46263725,-12.37195578,14.81989515,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=2_a=7.6_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,6,26.5,-1,1,0,-9.32099589,0,-14.09511707,-14.38331986,-12.29241262,-12.28042718,14.81989515,14.80165971,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=1_a=7.8_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.8,26.5,-1,-1,0,-9.153444444,0,-14.43302493,-14.49897623,-12.00873417,-12.11698592,14.81989515,14.81989515,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-1_a=7.8_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.8,26.5,-1,2,0,-9.153444444,0,-14.15008067,-14.45018105,-12.42568319,-12.35023766,14.81989515,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=2_a=7.7_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.9,26.5,-1,-1,0,-9.343649,0,-14.40950585,-14.48892352,-12.01757579,-12.1283564,14.81989515,14.81989515,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-1_a=7.8_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.8,26.5,-1,-2,0,-9.153444444,0,-14.36615746,-14.42181133,-11.74553765,-11.90158684,14.81989515,14.83013611,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-2_a=7.6_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.9,26.5,-1,-2,0,-9.343649,0,-14.51458868,-14.55860851,-11.89281425,-12.05553387,14.81989515,14.83013611,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-2_a=7.7_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,6,26.5,-1,-1,0,-9.32099589,0,-14.35927368,-14.45082111,-12.0028795,-12.11572463,14.81989515,14.81989515,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-1_a=7.8_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,6,26.5,-1,2,0,-9.32099589,0,-14.09250663,-14.46148878,-12.48946331,-12.40374544,14.81989515,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=2_a=7.7_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.9,26.5,-1,-2,0,-9.343649,0,-14.45363236,-14.51005806,-11.82882705,-11.98914331,14.81989515,14.83013611,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-2_a=7.6_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.9,26.5,2,0,0,-9.374955474,0,-14.27806761,-14.20448579,-12.42614755,-12.65135461,14.7935209,14.8104323,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=2_phi2=0_a=7.7_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.8,26.5,-1,2,0,-9.153444444,0,-14.05450462,-14.40698954,-12.44116386,-12.36853586,14.81989515,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=2_a=7.8_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,6,26.5,-1,-2,0,-9.32099589,0,-14.50430379,-14.56075459,-11.88229718,-12.04616514,14.81989515,14.83013611,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-2_a=7.6_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
