a,b,theta,E,E_p1,E_t,machine_type,status,file_name
7.6,5.6,30,-85.16574506,-12.89811037,-14.84238108,1,Done,hexacene_theta=30_a=7.6_b=5.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,5.7,30,-85.9839177,-12.58148137,-15.20523874,1,Done,hexacene_theta=30_a=7.6_b=5.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,5.8,30,-86.0135487,-12.05647513,-15.47514961,1,Done,hexacene_theta=30_a=7.6_b=5.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,5.9,30,-85.4518394,-11.40782432,-15.65904769,2,Done,hexacene_theta=30_a=7.6_b=5.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6,30,-84.45235402,-10.69721317,-15.76448192,2,Done,hexacene_theta=30_a=7.6_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.1,30,-83.13084306,-9.966640928,-15.7993903,2,Done,hexacene_theta=30_a=7.6_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,5.6,30,-85.89927914,-12.89811037,-15.0257646,1,Done,hexacene_theta=30_a=7.7_b=5.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,5.7,30,-86.31288354,-12.58148137,-15.2874802,1,Done,hexacene_theta=30_a=7.7_b=5.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,5.8,30,-85.99843826,-12.05647513,-15.471372,1,Done,hexacene_theta=30_a=7.7_b=5.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,5.9,30,-85.12018784,-11.40782432,-15.5761348,2,Done,hexacene_theta=30_a=7.7_b=5.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.8,5.5,30,-85.12361404,-12.89333502,-14.834236,1,Done,hexacene_theta=30_a=7.8_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.8,5.6,30,-86.13908838,-12.89811037,-15.08571691,1,Done,hexacene_theta=30_a=7.8_b=5.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.8,5.7,30,-86.20291866,-12.58148137,-15.25998898,1,Done,hexacene_theta=30_a=7.8_b=5.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.8,5.8,30,-85.56457786,-12.05647513,-15.3629069,1,Done,hexacene_theta=30_a=7.8_b=5.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.9,5.5,30,-85.25363412,-12.89333502,-14.86674102,1,Done,hexacene_theta=30_a=7.9_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.9,5.6,30,-85.93052914,-12.89811037,-15.0335771,1,Done,hexacene_theta=30_a=7.9_b=5.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.9,5.7,30,-85.69609138,-12.58148137,-15.13328216,1,Done,hexacene_theta=30_a=7.9_b=5.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.9,5.8,30,-84.79914114,-12.05647513,-15.17154772,1,Done,hexacene_theta=30_a=7.9_b=5.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
8,5.5,30,-84.9633982,-12.89333502,-14.79418204,1,Done,hexacene_theta=30_a=8.0_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
8,5.6,30,-85.35427414,-12.89811037,-14.88951335,1,Done,hexacene_theta=30_a=8.0_b=5.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
8,5.7,30,-84.87126714,-12.58148137,-14.9270761,1,Done,hexacene_theta=30_a=8.0_b=5.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.1,5.4,30,-83.02968848,-12.42966788,-14.54258818,1,Done,hexacene_theta=30_a=8.1_b=5.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.1,5.5,30,-84.31668636,-12.89333502,-14.63250408,1,Done,hexacene_theta=30_a=8.1_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.1,5.6,30,-84.47018786,-12.89811037,-14.66849178,1,Done,hexacene_theta=30_a=8.1_b=5.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.1,5.7,30,-83.78406842,-12.58148137,-14.65527642,1,Done,hexacene_theta=30_a=8.1_b=5.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.2,5.5,30,-83.37180692,-12.89333502,-14.39628422,2,Done,hexacene_theta=30_a=8.2_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.2,5.6,30,-83.33211062,-12.89811037,-14.38397247,2,Done,hexacene_theta=30_a=8.2_b=5.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.2,5.7,30,-82.4839681,-12.58148137,-14.33025134,1,Done,hexacene_theta=30_a=8.2_b=5.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.2,5.4,30,-82.3102608,-12.42966788,-14.36273126,1,Done,hexacene_theta=30_a=8.2_b=5.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.3,5.6,30,-81.98979146,-12.89811037,-14.04839268,2,Done,hexacene_theta=30_a=8.3_b=5.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.3,5.5,30,-82.18305196,-12.89333502,-14.09909548,1,Done,hexacene_theta=30_a=8.3_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.3,5.7,30,-81.01577042,-12.58148137,-13.96320192,1,Done,hexacene_theta=30_a=8.3_b=5.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.3,5.4,30,-81.30426188,-12.42966788,-14.11123153,1,Done,hexacene_theta=30_a=8.3_b=5.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.4,5.5,30,-80.80172676,-12.89333502,-13.75376418,1,Done,hexacene_theta=30_a=8.4_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.4,5.6,30,-80.48956562,-12.89811037,-13.67333622,1,Done,hexacene_theta=30_a=8.4_b=5.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.4,5.7,30,-79.42043918,-12.58148137,-13.56436911,1,Done,hexacene_theta=30_a=8.4_b=5.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,11.3,35,-66.49041994,-15.46089886,-8.892155556,2,Done,hexacene_theta=35_a=4.1_b=11.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,11.4,35,-65.63710674,-15.46089886,-8.678827256,1,Done,hexacene_theta=35_a=4.1_b=11.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,11.5,35,-64.65389898,-15.46089886,-8.433025314,1,Done,hexacene_theta=35_a=4.1_b=11.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,11.2,35,-67.17847211,-15.46089886,-9.064168597,1,Done,hexacene_theta=35_a=4.1_b=11.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,11.1,35,-67.66511866,-15.46089886,-9.185830236,1,Done,hexacene_theta=35_a=4.1_b=11.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,11,35,-67.91461664,-15.46089886,-9.24820473,1,Done,hexacene_theta=35_a=4.1_b=11.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,10.9,35,-67.89157447,-15.46089886,-9.242444188,1,Done,hexacene_theta=35_a=4.1_b=10.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,10.8,35,-67.5606759,-15.46089886,-9.159719544,1,Done,hexacene_theta=35_a=4.1_b=10.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,11.4,35,-65.76380102,-15.51001407,-8.685943219,1,Done,hexacene_theta=35_a=4.2_b=11.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,11.3,35,-66.73214935,-15.51001407,-8.928030302,2,Done,hexacene_theta=35_a=4.2_b=11.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,11.5,35,-64.69166253,-15.51001407,-8.417908598,2,Done,hexacene_theta=35_a=4.2_b=11.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,11.2,35,-67.56422761,-15.51001407,-9.136049867,1,Done,hexacene_theta=35_a=4.2_b=11.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,11.1,35,-68.22569845,-15.51001407,-9.301417577,1,Done,hexacene_theta=35_a=4.2_b=11.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,11,35,-68.68182292,-15.51001407,-9.415448695,1,Done,hexacene_theta=35_a=4.2_b=11.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,10.9,35,-68.89806286,-15.51001407,-9.469508681,1,Done,hexacene_theta=35_a=4.2_b=10.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,10.8,35,-68.83998054,-15.51001407,-9.4549881,1,Done,hexacene_theta=35_a=4.2_b=10.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,10.7,35,-68.47243538,-15.51001407,-9.363101811,1,Done,hexacene_theta=35_a=4.2_b=10.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.3,11.3,35,-65.9570741,-15.11217273,-8.933182159,2,Done,hexacene_theta=35_a=4.3_b=11.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.3,11.4,35,-64.89495067,-15.11217273,-8.667651303,2,Done,hexacene_theta=35_a=4.3_b=11.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.3,11.5,35,-63.75215456,-15.11217273,-8.381952275,2,Done,hexacene_theta=35_a=4.3_b=11.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.3,11.2,35,-66.90948368,-15.11217273,-9.171284554,1,Done,hexacene_theta=35_a=4.3_b=11.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.3,11.1,35,-67.7204023,-15.11217273,-9.374014209,1,Done,hexacene_theta=35_a=4.3_b=11.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.3,11,35,-68.35662214,-15.11217273,-9.533069169,1,Done,hexacene_theta=35_a=4.3_b=11.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.3,10.9,35,-68.78470946,-15.11217273,-9.640091,1,Done,hexacene_theta=35_a=4.3_b=10.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.3,10.8,35,-68.97130583,-15.11217273,-9.686740093,1,Done,hexacene_theta=35_a=4.3_b=10.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.3,10.7,35,-68.88252572,-15.11217273,-9.664545064,1,Done,hexacene_theta=35_a=4.3_b=10.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.4,10.7,35,-68.47615024,-14.43886705,-9.899604035,1,Done,hexacene_theta=35_a=4.4_b=10.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.4,10.8,35,-68.31568338,-14.43886705,-9.859487321,1,Done,hexacene_theta=35_a=4.4_b=10.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.4,10.9,35,-67.91292236,-14.43886705,-9.758797066,1,Done,hexacene_theta=35_a=4.4_b=10.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.9,6.9,35,-69.61275909,-4.232536125,-15.28692171,2,Done,hexacene_theta=35_a=6.9_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.9,7,35,-69.45146393,-3.899315764,-15.4132081,1,Done,hexacene_theta=35_a=6.9_b=7.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.9,7.1,35,-69.02780683,-3.595406396,-15.45924851,1,Done,hexacene_theta=35_a=6.9_b=7.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7,7,35,-70.38170985,-3.899315764,-15.64576958,1,Done,hexacene_theta=35_a=7.0_b=7.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7,6.9,35,-70.90199093,-4.232536125,-15.60922967,1,Done,hexacene_theta=35_a=7.0_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7,7.1,35,-69.64384595,-3.595406396,-15.61325829,2,Done,hexacene_theta=35_a=7.0_b=7.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7,6.8,35,-71.15448842,-4.598280328,-15.48948194,2,Done,hexacene_theta=35_a=7.0_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,6.9,35,-71.52124293,-4.232536125,-15.76404267,2,Done,hexacene_theta=35_a=7.1_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,7,35,-70.70322089,-3.899315764,-15.72614734,2,Done,hexacene_theta=35_a=7.1_b=7.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,7.1,35,-69.70980979,-3.595406396,-15.62974925,2,Done,hexacene_theta=35_a=7.1_b=7.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,6.8,35,-72.11713898,-4.598280328,-15.73014458,2,Done,hexacene_theta=35_a=7.1_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,6.7,35,-72.44249035,-5.000438937,-15.61040312,2,Done,hexacene_theta=35_a=7.1_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,6.6,35,-72.44565301,-5.442093025,-15.39036674,2,Done,hexacene_theta=35_a=7.1_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,6.8,35,-72.47820822,-4.598280328,-15.82041189,2,Done,hexacene_theta=35_a=7.2_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,6.9,35,-71.59669473,-4.232536125,-15.78290562,2,Done,hexacene_theta=35_a=7.2_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,7,35,-70.53587653,-3.899315764,-15.68431125,2,Done,hexacene_theta=35_a=7.2_b=7.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,6.7,35,-73.13528647,-5.000438937,-15.78360215,2,Done,hexacene_theta=35_a=7.2_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,6.6,35,-73.51884569,-5.442093025,-15.65866491,2,Done,hexacene_theta=35_a=7.2_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,6.5,35,-73.57414187,-5.923957954,-15.43155649,2,Done,hexacene_theta=35_a=7.2_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6.7,35,-73.28721919,-5.000438937,-15.82158533,2,Done,hexacene_theta=35_a=7.3_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6.8,35,-72.3527815,-4.598280328,-15.78905521,2,Done,hexacene_theta=35_a=7.3_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6.9,35,-71.23733229,-4.232536125,-15.69306501,2,Done,hexacene_theta=35_a=7.3_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6.6,35,-73.99479949,-5.442093025,-15.77765336,2,Done,hexacene_theta=35_a=7.3_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6.5,35,-74.42346411,-5.923957954,-15.64388705,2,Done,hexacene_theta=35_a=7.3_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6.4,35,-74.52189532,-6.44737032,-15.40678867,2,Done,hexacene_theta=35_a=7.3_b=6.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6.3,35,-74.23724425,-7.012248547,-15.05318679,2,Done,hexacene_theta=35_a=7.3_b=6.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.5,35,-74.73134563,-5.923957954,-15.72085743,2,Done,hexacene_theta=35_a=7.4_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.6,35,-73.98280149,-5.442093025,-15.77465386,2,Done,hexacene_theta=35_a=7.4_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.7,35,-73.00263087,-5.000438937,-15.75043825,2,Done,hexacene_theta=35_a=7.4_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.4,35,-75.19935512,-6.44737032,-15.57615362,2,Done,hexacene_theta=35_a=7.4_b=6.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.3,35,-75.33553733,-7.012248547,-15.32776006,2,Done,hexacene_theta=35_a=7.4_b=6.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.2,35,-75.09073316,-7.618561259,-14.96340266,2,Done,hexacene_theta=35_a=7.4_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.4,35,-75.38356696,-6.44737032,-15.62220658,2,Done,hexacene_theta=35_a=7.5_b=6.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.5,35,-74.59723419,-5.923957954,-15.68732957,2,Done,hexacene_theta=35_a=7.5_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.6,35,-73.57808265,-5.442093025,-15.67347415,2,Done,hexacene_theta=35_a=7.5_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.3,35,-75.88807245,-7.012248547,-15.46589384,2,Done,hexacene_theta=35_a=7.5_b=6.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.2,35,-76.06272104,-7.618561259,-15.20639963,2,Done,hexacene_theta=35_a=7.5_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.1,35,-75.86001019,-8.265360917,-14.83232209,2,Done,hexacene_theta=35_a=7.5_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.2,35,-76.52886056,-7.618561259,-15.32293451,2,Done,hexacene_theta=35_a=7.6_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.3,35,-75.98631541,-7.012248547,-15.49045458,2,Done,hexacene_theta=35_a=7.6_b=6.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.4,35,-75.16361216,-6.44737032,-15.56721788,2,Done,hexacene_theta=35_a=7.6_b=6.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.1,35,-76.74477419,-8.265360917,-15.05351309,2,Done,hexacene_theta=35_a=7.6_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6,35,-76.58191027,-8.947683915,-14.67163561,2,Done,hexacene_theta=35_a=7.6_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,6.1,35,-77.15210351,-8.265360917,-15.15534542,2,Done,hexacene_theta=35_a=7.7_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,6.2,35,-76.5689208,-7.618561259,-15.33294957,2,Done,hexacene_theta=35_a=7.7_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,6.3,35,-75.70802729,-7.012248547,-15.42088255,2,Done,hexacene_theta=35_a=7.7_b=6.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,6,35,-77.40673451,-8.947683915,-14.87784167,2,Done,hexacene_theta=35_a=7.7_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,5.9,35,-77.27819537,-9.657498127,-14.49079978,1,Done,hexacene_theta=35_a=7.7_b=5.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.8,6,35,-77.77312503,-8.947683915,-14.9694393,2,Done,hexacene_theta=35_a=7.8_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.8,6.1,35,-77.15210351,-8.265360917,-15.15534542,2,Done,hexacene_theta=35_a=7.8_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.8,6.2,35,-76.25069792,-7.618561259,-15.25339385,2,Done,hexacene_theta=35_a=7.8_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.8,5.9,35,-78.06039913,-9.657498127,-14.68635072,1,Done,hexacene_theta=35_a=7.8_b=5.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.8,5.8,35,-77.95938254,-10.38491399,-14.29738864,1,Done,hexacene_theta=35_a=7.8_b=5.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.9,5.9,35,-78.39676957,-9.657498127,-14.77044333,1,Done,hexacene_theta=35_a=7.9_b=5.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.9,6,35,-77.74476159,-8.947683915,-14.96234844,1,Done,hexacene_theta=35_a=7.9_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.9,6.1,35,-76.80614467,-8.265360917,-15.06885571,1,Done,hexacene_theta=35_a=7.9_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.9,5.8,35,-78.7088303,-10.38491399,-14.48475058,1,Done,hexacene_theta=35_a=7.9_b=5.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.9,5.7,35,-78.6209789,-11.11559919,-14.09744513,1,Done,hexacene_theta=35_a=7.9_b=5.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
8,5.8,35,-79.02002506,-10.38491399,-14.56254927,1,Done,hexacene_theta=35_a=8.0_b=5.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
8,5.9,35,-78.34631777,-9.657498127,-14.75783038,1,Done,hexacene_theta=35_a=8.0_b=5.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
8,6,35,-77.37839615,-8.947683915,-14.87075708,1,Done,hexacene_theta=35_a=8.0_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
8,5.7,35,-79.34078306,-11.11559919,-14.27739617,1,Done,hexacene_theta=35_a=8.0_b=5.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
8,5.6,35,-79.2329894,-11.82564558,-13.89542456,1,Done,hexacene_theta=35_a=8.0_b=5.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.1,5.7,35,-79.62589854,-11.11559919,-14.34867504,1,Done,hexacene_theta=35_a=8.1_b=5.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.1,5.8,35,-78.94836342,-10.38491399,-14.54463386,1,Done,hexacene_theta=35_a=8.1_b=5.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.1,5.9,35,-77.96210593,-9.657498127,-14.66177742,1,Done,hexacene_theta=35_a=8.1_b=5.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.1,5.6,35,-79.92031368,-11.82564558,-14.06725563,1,Done,hexacene_theta=35_a=8.1_b=5.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.1,5.5,35,-79.73940254,-12.48118645,-13.69425741,1,Done,hexacene_theta=35_a=8.1_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.2,5.6,35,-80.1745054,-11.82564558,-14.13080356,1,Done,hexacene_theta=35_a=8.2_b=5.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.2,5.7,35,-79.53011538,-11.11559919,-14.32472925,1,Done,hexacene_theta=35_a=8.2_b=5.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.2,5.8,35,-78.54499998,-10.38491399,-14.443793,1,Done,hexacene_theta=35_a=8.2_b=5.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.2,5.5,35,-80.38704306,-12.48118645,-13.85616754,1,Done,hexacene_theta=35_a=8.2_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.2,5.4,35,-80.05419918,-13.03628807,-13.49540576,1,Done,hexacene_theta=35_a=8.2_b=5.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.3,5.3,35,-80.04876496,-13.42615376,-13.29911436,1,Done,hexacene_theta=35_a=8.3_b=5.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.3,5.4,35,-80.65206562,-13.03628807,-13.64487237,1,Done,hexacene_theta=35_a=8.3_b=5.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.3,5.5,35,-80.60273078,-12.48118645,-13.91008947,1,Done,hexacene_theta=35_a=8.3_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.3,5.6,35,-80.04917912,-11.82564558,-14.09947199,1,Done,hexacene_theta=35_a=8.3_b=5.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.3,5.7,35,-79.1039357,-11.11559919,-14.21818433,1,Done,hexacene_theta=35_a=8.3_b=5.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.4,5.2,35,-79.54845122,-13.56546725,-13.10437918,1,Done,hexacene_theta=35_a=8.4_b=5.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.4,5.3,35,-80.5842318,-13.42615376,-13.43298107,1,Done,hexacene_theta=35_a=8.4_b=5.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.4,5.4,35,-80.81915898,-13.03628807,-13.68664571,1,Done,hexacene_theta=35_a=8.4_b=5.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.4,5.5,35,-80.44008018,-12.48118645,-13.86942682,1,Done,hexacene_theta=35_a=8.4_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.4,5.6,35,-79.59456068,-11.82564558,-13.98581738,1,Done,hexacene_theta=35_a=8.4_b=5.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.5,5.2,35,-80.00773834,-13.56546725,-13.21920096,1,Done,hexacene_theta=35_a=8.5_b=5.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.5,5.3,35,-80.69110928,-13.42615376,-13.45970044,1,Done,hexacene_theta=35_a=8.5_b=5.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.5,5.4,35,-80.60969614,-13.03628807,-13.63428,1,Done,hexacene_theta=35_a=8.5_b=5.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.5,5.5,35,-79.94964346,-12.48118645,-13.74681764,1,Done,hexacene_theta=35_a=8.5_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.6,5.2,35,-80.0434813,-13.56546725,-13.2281367,1,Done,hexacene_theta=35_a=8.6_b=5.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.6,5.3,35,-80.42522076,-13.42615376,-13.39322831,1,Done,hexacene_theta=35_a=8.6_b=5.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.6,5.4,35,-80.07525842,-13.03628807,-13.50067057,1,Done,hexacene_theta=35_a=8.6_b=5.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.7,5.1,35,-78.65758786,-13.34592661,-12.99143366,1,Done,hexacene_theta=35_a=8.7_b=5.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.7,5.2,35,-79.71418918,-13.56546725,-13.14581367,1,Done,hexacene_theta=35_a=8.7_b=5.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.7,5.3,35,-79.84030612,-13.42615376,-13.24699965,1,Done,hexacene_theta=35_a=8.7_b=5.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.7,5.4,35,-79.2651681,-13.03628807,-13.29814799,1,Done,hexacene_theta=35_a=8.7_b=5.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.8,5.2,35,-79.07568518,-13.56546725,-12.98618767,1,Done,hexacene_theta=35_a=8.8_b=5.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.8,5.3,35,-78.98757024,-13.42615376,-13.03381568,1,Done,hexacene_theta=35_a=8.8_b=5.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.8,5.4,35,-78.22606174,-13.03628807,-13.0383714,1,Done,hexacene_theta=35_a=8.8_b=5.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.8,5.1,35,-78.26175454,-13.34592661,-12.89247533,1,Done,hexacene_theta=35_a=8.8_b=5.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.9,5.3,35,-77.91485444,-13.42615376,-12.76563673,2,Done,hexacene_theta=35_a=8.9_b=5.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.9,5.4,35,-77.00191526,-13.03628807,-12.73233478,1,Done,hexacene_theta=35_a=8.9_b=5.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
